source_node	source_type	edge_type	target_node	target_type
retinitis pigmentosa 17	disease	associated_with	CA4	gene
obesity	disease	associated_with	CADM1	gene
obesity	disease	associated_with	CADM1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
Parkinson's disease	disease	associated_with	GAK	gene
congenital diarrhea 6	disease	associated_with	GUCY2C	gene
schizophrenia	disease	associated_with	CACNA1C	gene
schizophrenia	disease	associated_with	CACNA1C	gene
schizophrenia	disease	associated_with	CACNA1C	gene
schizophrenia	disease	associated_with	CACNA1C	gene
schizophrenia	disease	associated_with	CACNA1C	gene
major depressive disorders	disease	associated_with	CACNA1C	gene
major depressive disorders	disease	associated_with	CACNA1C	gene
major depressive disorders	disease	associated_with	CACNA1C	gene
major depressive disorders	disease	associated_with	CACNA1C	gene
major depressive disorders	disease	associated_with	CACNA1C	gene
bipolar disorder	disease	associated_with	CACNA1C	gene
bipolar disorder	disease	associated_with	CACNA1C	gene
bipolar disorder	disease	associated_with	CACNA1C	gene
bipolar disorder	disease	associated_with	CACNA1C	gene
bipolar disorder	disease	associated_with	CACNA1C	gene
Timothy syndrome	disease	associated_with	CACNA1C	gene
Timothy syndrome	disease	associated_with	CACNA1C	gene
Timothy syndrome	disease	associated_with	CACNA1C	gene
Timothy syndrome	disease	associated_with	CACNA1C	gene
Timothy syndrome	disease	associated_with	CACNA1C	gene
Brugada syndrome 3	disease	associated_with	CACNA1C	gene
Brugada syndrome 3	disease	associated_with	CACNA1C	gene
Brugada syndrome 3	disease	associated_with	CACNA1C	gene
Brugada syndrome 3	disease	associated_with	CACNA1C	gene
Brugada syndrome 3	disease	associated_with	CACNA1C	gene
unipolar depression	disease	associated_with	CACNA1C	gene
unipolar depression	disease	associated_with	CACNA1C	gene
unipolar depression	disease	associated_with	CACNA1C	gene
unipolar depression	disease	associated_with	CACNA1C	gene
unipolar depression	disease	associated_with	CACNA1C	gene
combined vitamin K-dependent clotting factors deficiency	disease	associated_with	GGCX	gene
combined vitamin K-dependent clotting factors deficiency	disease	associated_with	GGCX	gene
combined vitamin K-dependent clotting factors deficiency	disease	associated_with	GGCX	gene
combined vitamin K-dependent clotting factors deficiency	disease	associated_with	GGCX	gene
dystonia 23	disease	associated_with	CACNA1B	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
phenylketonuria	disease	associated_with	PAH	gene
polycystic ovary syndrome	disease	associated_with	INSR	gene
polycystic ovary syndrome	disease	associated_with	INSR	gene
cystic fibrosis	disease	associated_with	CFTR	gene
cystic fibrosis	disease	associated_with	CFTR	gene
cystic fibrosis	disease	associated_with	CFTR	gene
cystic fibrosis	disease	associated_with	CFTR	gene
cystic fibrosis	disease	associated_with	CFTR	gene
cystic fibrosis	disease	associated_with	CFTR	gene
congenital bilateral aplasia of the vas deferens	disease	associated_with	CFTR	gene
congenital bilateral aplasia of the vas deferens	disease	associated_with	CFTR	gene
congenital bilateral aplasia of the vas deferens	disease	associated_with	CFTR	gene
congenital bilateral aplasia of the vas deferens	disease	associated_with	CFTR	gene
congenital bilateral aplasia of the vas deferens	disease	associated_with	CFTR	gene
congenital bilateral aplasia of the vas deferens	disease	associated_with	CFTR	gene
Bruton-type agammaglobulinemia	disease	associated_with	BTK	gene
galactosialidosis	disease	associated_with	CTSA	gene
galactosialidosis	disease	associated_with	CTSA	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
infantile parkinsonism-dystonia	disease	associated_with	SLC6A3	gene
growth delay due to insulin-like growth factor I resistance	disease	associated_with	IGF1R	gene
growth delay due to insulin-like growth factor I resistance	disease	associated_with	IGF1R	gene
periodontitis	disease	associated_with	IGF2R	gene
periodontitis	disease	associated_with	IGF2R	gene
platelet-type bleeding disorder 8	disease	associated_with	P2RY12	gene
Hallermann-Streiff syndrome	disease	associated_with	GJA1	gene
Hallermann-Streiff syndrome	disease	associated_with	GJA1	gene
Hallermann-Streiff syndrome	disease	associated_with	GJA1	gene
odontoonychodermal syndrome	disease	associated_with	GJA1	gene
odontoonychodermal syndrome	disease	associated_with	GJA1	gene
odontoonychodermal syndrome	disease	associated_with	GJA1	gene
erythrokeratodermia variabilis et progressiva 3	disease	associated_with	GJA1	gene
erythrokeratodermia variabilis et progressiva 3	disease	associated_with	GJA1	gene
erythrokeratodermia variabilis et progressiva 3	disease	associated_with	GJA1	gene
autosomal dominant palmoplantar keratoderma and congenital alopecia	disease	associated_with	GJA1	gene
autosomal dominant palmoplantar keratoderma and congenital alopecia	disease	associated_with	GJA1	gene
autosomal dominant palmoplantar keratoderma and congenital alopecia	disease	associated_with	GJA1	gene
type-1 diabetes	disease	associated_with	TYK2	gene
psoriasis	disease	associated_with	TYK2	gene
rheumatoid arthritis	disease	associated_with	TYK2	gene
congenital myasthenic syndrome 21	disease	associated_with	SLC18A3	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
glucocorticoid resistance	disease	associated_with	NR3C1	gene
stroke	disease	associated_with	ALDH2	gene
stroke	disease	associated_with	ALDH2	gene
coronary artery disease	disease	associated_with	ALDH2	gene
coronary artery disease	disease	associated_with	ALDH2	gene
intracranial aneurysm	disease	associated_with	ALDH2	gene
intracranial aneurysm	disease	associated_with	ALDH2	gene
cerebrovascular disease	disease	associated_with	ALDH2	gene
cerebrovascular disease	disease	associated_with	ALDH2	gene
alcohol dependence	disease	associated_with	ALDH2	gene
alcohol dependence	disease	associated_with	ALDH2	gene
thiamine-responsive megaloblastic anemia syndrome	disease	associated_with	SLC19A2	gene
thiamine-responsive megaloblastic anemia syndrome	disease	associated_with	SLC19A2	gene
Crohn's disease	disease	associated_with	JAK2	gene
Crohn's disease	disease	associated_with	JAK2	gene
Crohn's disease	disease	associated_with	JAK2	gene
Crohn's disease	disease	associated_with	JAK2	gene
acute myeloid leukemia	disease	associated_with	JAK2	gene
acute myeloid leukemia	disease	associated_with	JAK2	gene
acute myeloid leukemia	disease	associated_with	JAK2	gene
acute myeloid leukemia	disease	associated_with	JAK2	gene
polycythemia vera	disease	associated_with	JAK2	gene
polycythemia vera	disease	associated_with	JAK2	gene
polycythemia vera	disease	associated_with	JAK2	gene
polycythemia vera	disease	associated_with	JAK2	gene
myelofibrosis	disease	associated_with	JAK2	gene
myelofibrosis	disease	associated_with	JAK2	gene
myelofibrosis	disease	associated_with	JAK2	gene
myelofibrosis	disease	associated_with	JAK2	gene
myelodysplastic/myeloproliferative neoplasm	disease	associated_with	JAK2	gene
myelodysplastic/myeloproliferative neoplasm	disease	associated_with	JAK2	gene
myelodysplastic/myeloproliferative neoplasm	disease	associated_with	JAK2	gene
myelodysplastic/myeloproliferative neoplasm	disease	associated_with	JAK2	gene
platelet-type bleeding disorder 8	disease	associated_with	P2RY12	gene
platelet-type bleeding disorder 8	disease	associated_with	P2RY12	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
epilepsy	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
prune belly syndrome	disease	associated_with	CHRM3	gene
morbid obesity	disease	associated_with	FBN2	gene
epilepsy	disease	associated_with	GABRG2	gene
cataract 1 multiple types	disease	associated_with	GJA8	gene
cataract 1 multiple types	disease	associated_with	GJA8	gene
cataract 1 multiple types	disease	associated_with	GJA8	gene
Charcot–Marie–Tooth disease	disease	associated_with	GJB1	gene
Charcot–Marie–Tooth disease	disease	associated_with	GJB1	gene
Charcot–Marie–Tooth disease	disease	associated_with	GJB1	gene
Bart-Pumphrey syndrome	disease	associated_with	GJB2	gene
Bart-Pumphrey syndrome	disease	associated_with	GJB2	gene
Bart-Pumphrey syndrome	disease	associated_with	GJB2	gene
Vohwinkel syndrome	disease	associated_with	GJB2	gene
Vohwinkel syndrome	disease	associated_with	GJB2	gene
Vohwinkel syndrome	disease	associated_with	GJB2	gene
autosomal dominant nonsyndromic deafness 3A	disease	associated_with	GJB2	gene
autosomal dominant nonsyndromic deafness 3A	disease	associated_with	GJB2	gene
autosomal dominant nonsyndromic deafness 3A	disease	associated_with	GJB2	gene
palmoplantar keratoderma-deafness syndrome	disease	associated_with	GJB2	gene
palmoplantar keratoderma-deafness syndrome	disease	associated_with	GJB2	gene
palmoplantar keratoderma-deafness syndrome	disease	associated_with	GJB2	gene
syndromic genetic deafness	disease	associated_with	GJB2	gene
syndromic genetic deafness	disease	associated_with	GJB2	gene
syndromic genetic deafness	disease	associated_with	GJB2	gene
autosomal dominant nonsyndromic deafness 2B	disease	associated_with	GJB3	gene
autosomal dominant nonsyndromic deafness 2B	disease	associated_with	GJB3	gene
autosomal dominant nonsyndromic deafness 2B	disease	associated_with	GJB3	gene
Clouston syndrome	disease	associated_with	GJB6	gene
Clouston syndrome	disease	associated_with	GJB6	gene
Clouston syndrome	disease	associated_with	GJB6	gene
autosomal recessive nonsyndromic deafness 1B	disease	associated_with	GJB6	gene
autosomal recessive nonsyndromic deafness 1B	disease	associated_with	GJB6	gene
autosomal recessive nonsyndromic deafness 1B	disease	associated_with	GJB6	gene
autosomal dominant nonsyndromic deafness 3B	disease	associated_with	GJB6	gene
autosomal dominant nonsyndromic deafness 3B	disease	associated_with	GJB6	gene
autosomal dominant nonsyndromic deafness 3B	disease	associated_with	GJB6	gene
hereditary spastic paraplegia 44	disease	associated_with	GJC2	gene
hereditary spastic paraplegia 44	disease	associated_with	GJC2	gene
hereditary spastic paraplegia 44	disease	associated_with	GJC2	gene
interstitial lung disease	disease	associated_with	DPP9	gene
interstitial lung disease	disease	associated_with	DPP9	gene
erythrokeratodermia variabilis et progressiva 2	disease	associated_with	GJB4	gene
erythrokeratodermia variabilis et progressiva 2	disease	associated_with	GJB4	gene
erythrokeratodermia variabilis et progressiva 2	disease	associated_with	GJB4	gene
Ehlers-Danlos syndrome, periodontitis type	disease	associated_with	C1R	gene
melanoma	disease	associated_with	PARP1	gene
melanoma	disease	associated_with	PARP1	gene
neuroblastoma, susceptibility to, 3	disease	associated_with	ALK	gene
neuroblastoma, susceptibility to, 3	disease	associated_with	ALK	gene
neuroblastoma, susceptibility to, 3	disease	associated_with	ALK	gene
facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	disease	associated_with	ASPH	gene
facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	disease	associated_with	ASPH	gene
hypokalemic periodic paralysis	disease	associated_with	CACNA1S	gene
hypokalemic periodic paralysis	disease	associated_with	CACNA1S	gene
hypokalemic periodic paralysis	disease	associated_with	CACNA1S	gene
osteoarthritis	disease	associated_with	CAMK2B	gene
metabolic disease	disease	associated_with	CAMK2B	gene
autosomal dominant mental retardation 54	disease	associated_with	CAMK2B	gene
congenital myasthenic syndrome 1B	disease	associated_with	CHRNA1	gene
congenital myasthenic syndrome 1B	disease	associated_with	CHRNA1	gene
congenital myasthenic syndrome 1B	disease	associated_with	CHRNA1	gene
autosomal dominant nocturnal frontal lobe epilepsy 4	disease	associated_with	CHRNA2	gene
autosomal dominant nocturnal frontal lobe epilepsy 4	disease	associated_with	CHRNA2	gene
obesity	disease	associated_with	CHRNA3	gene
obesity	disease	associated_with	CHRNA3	gene
chronic obstructive pulmonary disease	disease	associated_with	CHRNA3	gene
chronic obstructive pulmonary disease	disease	associated_with	CHRNA3	gene
ulcerative colitis	disease	associated_with	GPR35	gene
ulcerative colitis	disease	associated_with	GPR35	gene
ulcerative colitis	disease	associated_with	GPR35	gene
ulcerative colitis	disease	associated_with	GPR35	gene
inflammatory bowel diseases	disease	associated_with	GPR35	gene
inflammatory bowel diseases	disease	associated_with	GPR35	gene
inflammatory bowel diseases	disease	associated_with	GPR35	gene
inflammatory bowel diseases	disease	associated_with	GPR35	gene
sclerosing cholangitis	disease	associated_with	GPR35	gene
sclerosing cholangitis	disease	associated_with	GPR35	gene
sclerosing cholangitis	disease	associated_with	GPR35	gene
sclerosing cholangitis	disease	associated_with	GPR35	gene
epileptic encephalopathy, early infantile, 32	disease	associated_with	KCNA2	gene
coronary artery disease	disease	associated_with	LPA	gene
metabolic disease	disease	associated_with	NR1H3	gene
metabolic disease	disease	associated_with	NR1H3	gene
hereditary spastic paraplegia 54	disease	associated_with	DDHD2	gene
hereditary spastic paraplegia 54	disease	associated_with	DDHD2	gene
cataract 18	disease	associated_with	FYCO1	gene
deafness-infertility syndrome	disease	associated_with	CATSPER2	gene
deafness-infertility syndrome	disease	associated_with	CATSPER2	gene
deafness-infertility syndrome	disease	associated_with	CATSPER2	gene
FTDALS4	disease	associated_with	TBK1	gene
inflammatory bowel diseases	disease	associated_with	PRKCB	gene
inflammatory bowel diseases	disease	associated_with	PRKCB	gene
inflammatory bowel diseases	disease	associated_with	PRKCB	gene
inflammatory bowel diseases	disease	associated_with	PRKCB	gene
spinocerebellar ataxia type 14	disease	associated_with	PRKCG	gene
spinocerebellar ataxia type 14	disease	associated_with	PRKCG	gene
spinocerebellar ataxia type 14	disease	associated_with	PRKCG	gene
spinocerebellar ataxia type 14	disease	associated_with	PRKCG	gene
rheumatoid arthritis	disease	associated_with	PRKCH	gene
morbid obesity	disease	associated_with	PRKCH	gene
Charcot-Marie-Tooth disease dominant intermediate E	disease	associated_with	INF2	gene
Charcot-Marie-Tooth disease dominant intermediate E	disease	associated_with	INF2	gene
focal segmental glomerulosclerosis 5	disease	associated_with	INF2	gene
focal segmental glomerulosclerosis 5	disease	associated_with	INF2	gene
glucocorticoid-remediable aldosteronism	disease	associated_with	CYP11B2	gene
neutropenia	disease	associated_with	ELANE	gene
cyclic hematopoiesis	disease	associated_with	ELANE	gene
sudden infant death syndrome	disease	associated_with	SCN5A	gene
Brugada syndrome 1	disease	associated_with	SCN5A	gene
dilated cardiomyopathy 1E	disease	associated_with	SCN5A	gene
long QT syndrome 3	disease	associated_with	SCN5A	gene
obesity	disease	associated_with	RYR2	gene
obesity	disease	associated_with	RYR2	gene
obesity	disease	associated_with	RYR2	gene
obesity	disease	associated_with	RYR2	gene
lymphoblastic leukemia	disease	associated_with	RYR2	gene
lymphoblastic leukemia	disease	associated_with	RYR2	gene
lymphoblastic leukemia	disease	associated_with	RYR2	gene
lymphoblastic leukemia	disease	associated_with	RYR2	gene
arrhythmogenic right ventricular dysplasia 2	disease	associated_with	RYR2	gene
arrhythmogenic right ventricular dysplasia 2	disease	associated_with	RYR2	gene
arrhythmogenic right ventricular dysplasia 2	disease	associated_with	RYR2	gene
arrhythmogenic right ventricular dysplasia 2	disease	associated_with	RYR2	gene
Curry-Jones syndrome	disease	associated_with	SMO	gene
Curry-Jones syndrome	disease	associated_with	SMO	gene
Curry-Jones syndrome	disease	associated_with	SMO	gene
colorectal cancer	disease	associated_with	PIK3CA	gene
colorectal cancer	disease	associated_with	PIK3CA	gene
colorectal cancer	disease	associated_with	PIK3CA	gene
seborrheic keratosis	disease	associated_with	PIK3CA	gene
seborrheic keratosis	disease	associated_with	PIK3CA	gene
seborrheic keratosis	disease	associated_with	PIK3CA	gene
Macrocephaly-capillary malformation	disease	associated_with	PIK3CA	gene
Macrocephaly-capillary malformation	disease	associated_with	PIK3CA	gene
Macrocephaly-capillary malformation	disease	associated_with	PIK3CA	gene
CLOVES syndrome	disease	associated_with	PIK3CA	gene
CLOVES syndrome	disease	associated_with	PIK3CA	gene
CLOVES syndrome	disease	associated_with	PIK3CA	gene
CLAPO syndrome	disease	associated_with	PIK3CA	gene
CLAPO syndrome	disease	associated_with	PIK3CA	gene
CLAPO syndrome	disease	associated_with	PIK3CA	gene
Brunner Syndrome	disease	associated_with	MAOA	gene
Brunner Syndrome	disease	associated_with	MAOA	gene
Brunner Syndrome	disease	associated_with	MAOA	gene
Brunner Syndrome	disease	associated_with	MAOA	gene
Brunner Syndrome	disease	associated_with	MAOA	gene
Brunner Syndrome	disease	associated_with	MAOA	gene
paramyotonia congenita	disease	associated_with	SCN4A	gene
hypokalemic periodic paralysis	disease	associated_with	SCN4A	gene
hyperkalemic periodic paralysis	disease	associated_with	SCN4A	gene
congenital myasthenic syndrome 16	disease	associated_with	SCN4A	gene
dental caries	disease	associated_with	SCN9A	gene
dental caries	disease	associated_with	SCN9A	gene
Dravet syndrome	disease	associated_with	SCN9A	gene
Dravet syndrome	disease	associated_with	SCN9A	gene
generalized epilepsy	disease	associated_with	SCN9A	gene
generalized epilepsy	disease	associated_with	SCN9A	gene
Paroxysmal extreme pain disorder	disease	associated_with	SCN9A	gene
Paroxysmal extreme pain disorder	disease	associated_with	SCN9A	gene
post-traumatic stress disorder	disease	associated_with	KAT2B	gene
post-traumatic stress disorder	disease	associated_with	KAT2B	gene
colorectal cancer	disease	associated_with	MSH2	gene
colorectal cancer	disease	associated_with	MSH2	gene
Mismatch repair cancer syndrome	disease	associated_with	MSH2	gene
Mismatch repair cancer syndrome	disease	associated_with	MSH2	gene
Lynch syndrome	disease	associated_with	MSH2	gene
Lynch syndrome	disease	associated_with	MSH2	gene
Muir-Torre syndrome	disease	associated_with	MSH2	gene
Muir-Torre syndrome	disease	associated_with	MSH2	gene
colorectal cancer	disease	associated_with	MSH6	gene
colorectal cancer	disease	associated_with	MSH6	gene
Mismatch repair cancer syndrome	disease	associated_with	MSH6	gene
Mismatch repair cancer syndrome	disease	associated_with	MSH6	gene
epinephrine	drug	may treat	pre-eclampsia	disease
norepinephrine	drug	may treat	pre-eclampsia	disease
clozapine	drug	may treat	pre-eclampsia	disease
terazosin	drug	may treat	pre-eclampsia	disease
indoramin	drug	may treat	pre-eclampsia	disease
silodosin	drug	may treat	pre-eclampsia	disease
risperidone	drug	may treat	pre-eclampsia	disease
mianserin	drug	may treat	pre-eclampsia	disease
oxymetazoline	drug	may treat	pre-eclampsia	disease
cyproheptadine	drug	may treat	pre-eclampsia	disease
tamsulosin	drug	may treat	pre-eclampsia	disease
doxazosin	drug	may treat	pre-eclampsia	disease
phentolamine	drug	may treat	pre-eclampsia	disease
prazosin	drug	may treat	pre-eclampsia	disease
methoxamine	drug	may treat	pre-eclampsia	disease
dapiprazole	drug	may treat	pre-eclampsia	disease
labetalol	drug	may treat	pre-eclampsia	disease
alfuzosin	drug	may treat	pre-eclampsia	disease
spiperone	drug	may treat	pre-eclampsia	disease
ritanserin	drug	may treat	pre-eclampsia	disease
BMY-7378	drug	may treat	pre-eclampsia	disease
spiroxatrine	drug	may treat	pre-eclampsia	disease
NAN 190	drug	may treat	pre-eclampsia	disease
α-methylnoradrenaline	drug	may treat	pre-eclampsia	disease
WB-4101	drug	may treat	pre-eclampsia	disease
epinephrine	drug	may treat	gestational hypertension	disease
norepinephrine	drug	may treat	gestational hypertension	disease
clozapine	drug	may treat	gestational hypertension	disease
terazosin	drug	may treat	gestational hypertension	disease
indoramin	drug	may treat	gestational hypertension	disease
silodosin	drug	may treat	gestational hypertension	disease
risperidone	drug	may treat	gestational hypertension	disease
mianserin	drug	may treat	gestational hypertension	disease
oxymetazoline	drug	may treat	gestational hypertension	disease
cyproheptadine	drug	may treat	gestational hypertension	disease
tamsulosin	drug	may treat	gestational hypertension	disease
doxazosin	drug	may treat	gestational hypertension	disease
phentolamine	drug	may treat	gestational hypertension	disease
prazosin	drug	may treat	gestational hypertension	disease
methoxamine	drug	may treat	gestational hypertension	disease
dapiprazole	drug	may treat	gestational hypertension	disease
labetalol	drug	may treat	gestational hypertension	disease
alfuzosin	drug	may treat	gestational hypertension	disease
spiperone	drug	may treat	gestational hypertension	disease
ritanserin	drug	may treat	gestational hypertension	disease
BMY-7378	drug	may treat	gestational hypertension	disease
spiroxatrine	drug	may treat	gestational hypertension	disease
NAN 190	drug	may treat	gestational hypertension	disease
α-methylnoradrenaline	drug	may treat	gestational hypertension	disease
WB-4101	drug	may treat	gestational hypertension	disease
ibrutinib	drug	may treat	systemic lupus erythematosus	disease
ibrutinib	drug	may treat	smallpox	disease
ibrutinib	drug	may treat	rheumatoid arthritis	disease
ibrutinib	drug	may treat	maturity-onset diabetes of the young type 11	disease
mitotane	drug	may treat	congenital adrenal insufficiency	disease
sitagliptin	drug	may treat	rheumatoid arthritis	disease
vildagliptin	drug	may treat	rheumatoid arthritis	disease
linagliptin	drug	may treat	rheumatoid arthritis	disease
saxagliptin	drug	may treat	rheumatoid arthritis	disease
alogliptin	drug	may treat	rheumatoid arthritis	disease
omarigliptin	drug	may treat	rheumatoid arthritis	disease
Hypothetical protein CTL0156	drug	may treat	Li-Fraumeni syndrome	disease
Hypothetical protein CT_788	drug	may treat	Li-Fraumeni syndrome	disease
Hypothetical protein CTL0156	drug	may treat	basal-cell carcinoma	disease
Hypothetical protein CT_788	drug	may treat	basal-cell carcinoma	disease
Hypothetical protein CTL0156	drug	may treat	head and neck squamous cell carcinoma	disease
Hypothetical protein CT_788	drug	may treat	head and neck squamous cell carcinoma	disease
Hypothetical protein CTL0156	drug	may treat	Li-Fraumeni syndrome 1	disease
Hypothetical protein CT_788	drug	may treat	Li-Fraumeni syndrome 1	disease
everolimus	drug	may treat	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	disease
ridaforolimus	drug	may treat	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	disease
dactolisib	drug	may treat	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	disease
temsirolimus	drug	may treat	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	disease
Non-structural protein 14 [SARS-CoV-2]	drug	may treat	Fabry disease	disease
AIDA	drug	may treat	autosomal recessive spinocerebellar ataxia 13	disease
CPCCOEt	drug	may treat	autosomal recessive spinocerebellar ataxia 13	disease
AIDA	drug	may treat	spinocerebellar ataxia 44	disease
CPCCOEt	drug	may treat	spinocerebellar ataxia 44	disease
navitoclax	drug	may treat	chronic lymphocytic leukemia	disease
Epidermal growth factor receptor	drug	may treat	renal hypomagnesemia 4	disease
gefitinib	drug	may treat	glioma	disease
erlotinib	drug	may treat	glioma	disease
lapatinib	drug	may treat	glioma	disease
Epidermal growth factor	drug	may treat	glioma	disease
Brigatinib	drug	may treat	glioma	disease
afatinib	drug	may treat	glioma	disease
canertinib	drug	may treat	glioma	disease
neratinib	drug	may treat	glioma	disease
vandetanib	drug	may treat	glioma	disease
icotinib	drug	may treat	glioma	disease
dacomitinib	drug	may treat	glioma	disease
Inclusion membrane protein E CT_116	drug	may treat	glioma	disease
Inclusion membrane protein E CTL0371	drug	may treat	glioma	disease
osimertinib	drug	may treat	glioma	disease
gefitinib	drug	may treat	non-small-cell lung carcinoma	disease
erlotinib	drug	may treat	non-small-cell lung carcinoma	disease
lapatinib	drug	may treat	non-small-cell lung carcinoma	disease
